Visitor_ID,Page_Views,Session_Duration,Bounce_Rate,Conversion_Rate,Traffic_Source,Exit_Pages,Load_Time,Visitor_Type,Location
3168,1,96.9,0.48,0.03,Referral,Homepage,3.05,Returning,San Francisco
3169,5,285.66,0.72,0.01,Direct,Contact Us,2.28,New,San Jose
3170,4,860.21,0.16,0.02,Organic,Product Page,2.48,New,Los Angeles
3171,1,42.69,0.76,0.03,Referral,Product Page,1.24,New,Charlotte
3172,3,481.51,0.06,0.01,Organic,Contact Us,2.49,Returning,San Antonio
3173,7,234.92,0.15,0.07,Social Media,Product Page,2.18,Returning,Austin
3174,0,223.69,0.28,0.03,Organic,Contact Us,2.36,Returning,Denver
3175,9,978.57,0.8,0.07,Social Media,Checkout,2.11,New,Dallas
3176,5,279.33,0.85,0.06,Referral,Homepage,2.42,Returning,Columbus
3177,4,532.5,0.22,0.09,Referral,Contact Us,2.13,New,San Francisco
3178,0,216.76,0.1,0.01,Direct,Checkout,2.1,New,Charlotte
3179,6,86.25,0.85,0.02,Referral,Contact Us,2.89,New,Chicago
3180,6,355.73,0.65,0.09,Social Media,Checkout,2.17,New,Chicago
3181,2,769.87,0.16,0.08,Direct,Checkout,2.82,Returning,Columbus
3182,3,552.09,0.56,0.02,Social Media,Checkout,2.29,Returning,Indianapolis
3183,5,66.33,0.87,0.01,Organic,Homepage,2.71,New,San Francisco
3184,7,114.33,0.07,0.09,Direct,Contact Us,2.05,New,Austin
3185,5,218.25,0.08,0.02,Social Media,Contact Us,1.71,New,Philadelphia
3186,5,254.31,0.27,0.09,Social Media,Contact Us,1.72,New,San Jose
3187,6,64.63,0.65,0.1,Referral,Checkout,1.87,New,Denver
3188,3,78.41,0.18,0.02,Direct,Product Page,1,New,Columbus
3189,5,426.68,0.82,0.08,Social Media,Product Page,1.55,New,Jacksonville
3190,4,393.15,0.75,0.04,Referral,Contact Us,2.53,New,Houston
3191,3,548.29,0.56,0.08,Organic,Product Page,2.46,New,New York
3192,7,810.6,0.12,0.04,Direct,Product Page,2.19,New,Austin
3193,4,110.56,0.99,0.01,Direct,Product Page,3,Returning,Dallas
3194,7,588.97,0.49,0.07,Direct,Checkout,1.67,New,Washington
3195,6,328.99,0.45,0.02,Direct,Contact Us,2.24,New,San Francisco
3196,4,949.39,1,0.09,Social Media,Contact Us,2.36,New,Indianapolis
3197,4,95.27,0.86,0.04,Organic,Blog,1.89,Returning,Jacksonville
3198,3,94.28,0.46,0.01,Referral,Blog,1.78,New,Los Angeles
3199,5,365.52,0.42,0.02,Social Media,Product Page,1.98,New,San Francisco
3200,4,791.04,0.1,0.09,Social Media,Contact Us,1.78,Returning,Denver
3201,10,522.13,0.93,0.03,Direct,Product Page,3.11,Returning,San Antonio
3202,8,389.53,0.84,0.09,Social Media,Checkout,1.95,Returning,Chicago
3203,2,146.97,0.31,0.02,Organic,Contact Us,2.26,New,Phoenix
3204,3,379.51,0.75,0.05,Social Media,Checkout,1.81,New,New York
3205,7,484.48,0.76,0.09,Social Media,Checkout,2.98,New,Philadelphia
3206,4,419.86,0.23,0,Referral,Contact Us,2.02,New,Chicago
3207,6,338.86,0.61,0.03,Social Media,Product Page,1.36,Returning,San Diego
3208,4,14.48,0.26,0.09,Organic,Blog,1.58,Returning,Fort Worth
3209,5,323.39,0.79,0.06,Direct,Product Page,2.45,New,Seattle
3210,5,195.2,0.15,0.07,Direct,Blog,2.1,Returning,Chicago
3211,9,977.67,0.67,0.08,Organic,Homepage,2.49,New,Columbus
3212,4,280.33,0.33,0.05,Direct,Blog,2.54,New,Charlotte
3213,1,281.12,0.04,0.08,Direct,Contact Us,1.88,New,Columbus
3214,4,1537.57,0.12,0.06,Social Media,Blog,2,New,Denver
3215,6,29.48,0.65,0.07,Organic,Homepage,1.83,New,Indianapolis
3216,3,97.02,0.24,0.02,Referral,Blog,2.24,New,New York
3217,4,320.2,0.63,0.09,Social Media,Product Page,1.31,New,New York
3218,10,113.6,0.41,0.08,Organic,Blog,1.94,New,Philadelphia
3219,9,127.46,0.69,0.03,Social Media,Contact Us,1.8,Returning,Dallas
3220,6,669.48,0.49,0.06,Organic,Contact Us,2.07,Returning,San Diego
3221,7,259.79,0.31,0.04,Direct,Checkout,1.85,New,San Jose
3222,0,32.56,0.15,0.07,Referral,Product Page,2.24,Returning,Philadelphia
3223,6,111.69,0.34,0.1,Social Media,Product Page,2.63,Returning,Indianapolis
3224,2,23.73,0.63,0,Direct,Blog,2.7,New,Denver
3225,3,243.67,0.74,0.1,Organic,Blog,1.85,Returning,New York
3226,13,57.08,0.16,0.01,Social Media,Contact Us,2.54,New,Phoenix
3227,5,583.71,0.66,0.05,Referral,Checkout,0.84,New,Chicago
3228,2,258.34,0.18,0.05,Referral,Homepage,2.3,Returning,Dallas
3229,6,18.36,0.22,0.03,Social Media,Blog,1.35,New,Fort Worth
3230,6,107.38,0.53,0.06,Direct,Product Page,2.54,Returning,Houston
3231,4,287.4,0.29,0.08,Referral,Blog,2.65,New,Washington
3232,8,122.62,0.66,0.03,Social Media,Checkout,2.36,New,Houston
3233,10,215.96,0.96,0.01,Social Media,Product Page,1.85,Returning,Washington
3234,9,720.27,0.15,0.06,Social Media,Checkout,1.52,Returning,Chicago
3235,4,129.25,0.57,0.08,Organic,Product Page,2.03,Returning,San Francisco
3236,3,122.78,0.92,0.1,Referral,Blog,1.93,New,Jacksonville
3237,6,514.03,0.18,0.02,Social Media,Checkout,2.03,New,San Diego
3238,7,115.15,0.37,0.09,Organic,Contact Us,2.12,New,Los Angeles
3239,5,24.35,0.12,0.05,Organic,Product Page,2.58,Returning,San Antonio
3240,4,59.88,0.64,0.02,Organic,Checkout,1.66,Returning,Columbus
3241,6,891.61,0.67,0.1,Direct,Checkout,1.43,New,Charlotte
3242,5,812.23,0.66,0.02,Direct,Homepage,2.01,New,Jacksonville
3243,5,76.39,0.54,0.07,Social Media,Homepage,1.98,Returning,Phoenix
3244,1,241.9,0.75,0.08,Direct,Blog,2.08,New,Charlotte
3245,6,44.33,0.04,0.04,Referral,Contact Us,2.17,New,Charlotte
3246,4,336.88,0.96,0.07,Referral,Contact Us,2.03,Returning,San Diego
3247,4,61.48,0.22,0.06,Social Media,Checkout,1.61,Returning,San Francisco
3248,2,15.32,0.12,0.02,Social Media,Checkout,2.14,New,San Diego
3249,5,522.71,0.94,0.08,Referral,Checkout,2.77,Returning,Indianapolis
3250,4,118.09,0.83,0.09,Social Media,Product Page,2.02,Returning,Jacksonville
3251,9,34.46,0.76,0.05,Social Media,Blog,2.12,New,Dallas
3252,4,538.56,0.1,0.1,Social Media,Blog,2.63,New,Charlotte
3253,0,431.15,0.81,0.04,Direct,Homepage,1.56,New,Houston
3254,11,345.37,0.61,0.05,Social Media,Checkout,1.96,New,Washington
3255,8,726.58,0.73,0.07,Social Media,Checkout,2.57,New,Charlotte
3256,7,201.55,0.98,0.02,Organic,Product Page,2.42,Returning,Charlotte
3257,6,41.11,0.19,0.09,Organic,Checkout,2.4,New,Jacksonville
3258,3,18.99,0.5,0.08,Social Media,Checkout,0.86,Returning,Chicago
3259,5,115.01,0.75,0.09,Direct,Blog,1.68,New,Philadelphia
3260,6,27.25,0.43,0.06,Organic,Checkout,1.29,New,San Antonio
3261,3,230.04,0.05,0.09,Organic,Product Page,2.73,Returning,Phoenix
3262,5,4.38,0.11,0.07,Social Media,Product Page,2.26,New,Indianapolis
3263,8,175.97,0.6,0.05,Direct,Contact Us,1.99,Returning,Indianapolis
3264,6,58.97,0.29,0.09,Social Media,Contact Us,1.64,Returning,Fort Worth
3265,7,137.79,0.14,0.04,Organic,Homepage,1.84,Returning,Dallas
3266,4,337.21,0.34,0.05,Direct,Product Page,3.11,New,Philadelphia
3267,3,129.68,0.2,0.02,Social Media,Product Page,2.02,Returning,Dallas
3268,8,125.26,0.02,0.09,Referral,Blog,1.71,Returning,Dallas
3269,1,1404.96,0.15,0.02,Organic,Contact Us,1.43,Returning,Los Angeles
3270,5,380.62,0.88,0.02,Social Media,Homepage,2.93,New,Phoenix
3271,6,216.38,0.01,0.01,Direct,Blog,2.01,Returning,Dallas
3272,5,259.8,0.77,0.05,Referral,Blog,1.84,Returning,San Diego
3273,5,290.42,0.75,0.03,Social Media,Contact Us,1.35,New,Houston
3274,5,7.46,0.56,0.07,Social Media,Blog,1.56,New,San Diego
3275,5,25.1,0.21,0.03,Organic,Contact Us,2.61,Returning,New York
3276,6,314.25,0.88,0.07,Social Media,Product Page,1.22,New,Columbus
3277,5,135.99,0.48,0.02,Referral,Product Page,1.38,Returning,Washington
3278,5,17.11,0.17,0.02,Social Media,Contact Us,1.83,Returning,Indianapolis
3279,8,105.94,0.43,0.08,Organic,Checkout,2.25,Returning,Phoenix
3280,3,41.88,0.19,0.04,Referral,Checkout,2.07,New,San Antonio
3281,5,744.2,0.38,0.01,Referral,Homepage,1.75,Returning,San Antonio
3282,3,68.04,0.5,0.1,Organic,Checkout,1.73,Returning,Washington
3283,3,46.54,0.36,0.02,Direct,Homepage,1.7,New,San Francisco
3284,7,295.19,0.66,0.02,Referral,Contact Us,1.97,New,Fort Worth
3285,4,221.39,0.94,0.04,Direct,Contact Us,1.6,New,Charlotte
3286,4,257.36,0.35,0.01,Referral,Contact Us,2.15,New,Columbus
3287,2,171.78,0.36,0.02,Referral,Homepage,2.65,Returning,Charlotte
3288,6,188.87,0.74,0.08,Organic,Blog,2.56,New,Los Angeles
3289,3,452.6,0.53,0.02,Social Media,Homepage,1.22,New,Charlotte
3290,7,74.51,0.43,0.01,Referral,Blog,1.5,Returning,Washington
3291,7,151.52,0.81,0.09,Social Media,Product Page,2.26,New,Charlotte
3292,8,949.78,0.89,0.04,Referral,Product Page,2.09,New,Phoenix
3293,6,63.21,0.59,0.02,Direct,Blog,2.13,New,Los Angeles
3294,7,104.35,0.19,0.06,Social Media,Blog,2.77,Returning,Denver
3295,4,63.8,0.47,0,Direct,Checkout,3.13,New,Austin
3296,7,6.21,0.5,0.04,Social Media,Blog,2.4,New,San Jose
3297,2,94.34,0.43,0.06,Social Media,Blog,1.27,Returning,Austin
3298,5,14.27,0.26,0.1,Direct,Contact Us,1.93,Returning,Indianapolis
3299,3,50.41,0.47,0.03,Organic,Homepage,2.71,New,New York
3300,7,135.15,0.45,0.08,Direct,Blog,2.9,New,Philadelphia
3301,5,6.28,0.21,0.01,Organic,Contact Us,1.91,New,Chicago
3302,7,419.46,0.9,0.04,Organic,Blog,2.27,Returning,Phoenix
3303,9,476.29,0.89,0.02,Social Media,Checkout,2.37,New,Indianapolis
3304,6,159.01,0.76,0.05,Direct,Blog,2.45,New,Houston
3305,5,1253.3,0.4,0.04,Referral,Blog,2.58,Returning,San Jose
3306,7,340.89,0.37,0.1,Referral,Contact Us,0.7,New,Dallas
3307,1,408.45,0.72,0.09,Direct,Blog,2.37,Returning,San Diego
3308,3,64.07,0.61,0.06,Referral,Contact Us,1.97,New,Washington
3309,3,545.01,0.6,0.02,Organic,Homepage,2.11,Returning,Charlotte
3310,11,870.38,0.12,0.06,Direct,Contact Us,1.54,New,Los Angeles
3311,4,80.88,0.62,0.08,Organic,Homepage,1.6,Returning,Philadelphia
3312,2,347.95,0.9,0,Social Media,Blog,1.89,New,Houston
3313,5,412.24,0.09,0.04,Direct,Homepage,2.31,Returning,Dallas
3314,7,109.23,0.34,0,Referral,Product Page,1.3,New,Austin
3315,2,193.31,0.51,0.02,Referral,Product Page,2.04,New,San Antonio
3316,5,30.79,0.69,0.01,Organic,Contact Us,2.83,New,Indianapolis
3317,2,57.02,0.09,0.1,Social Media,Checkout,3.11,New,Philadelphia
3318,1,19.06,0.87,0.02,Referral,Blog,2.06,New,San Diego
3319,6,246.41,0.04,0.02,Referral,Product Page,1.85,New,Charlotte
3320,4,294.46,0.86,0.1,Social Media,Checkout,1.84,New,Seattle
3321,7,743.51,0.03,0.05,Organic,Contact Us,2.34,New,Washington
3322,7,234.39,0.15,0.08,Organic,Homepage,2.32,Returning,Dallas
3323,6,90.58,0.8,0.03,Social Media,Blog,1.88,Returning,Columbus
3324,6,18.39,0.86,0.05,Social Media,Homepage,1.62,New,Seattle
3325,6,648.72,0.98,0,Organic,Blog,1.43,Returning,Denver
3326,7,195.52,0.12,0.04,Direct,Product Page,1.93,Returning,Austin
3327,4,401.05,0.53,0.06,Organic,Checkout,2.6,New,Fort Worth
3328,9,4.43,0.08,0.05,Direct,Contact Us,1.63,Returning,Denver
3329,4,200.91,0.16,0.04,Direct,Blog,1.75,New,San Antonio
3330,6,118.23,0.17,0.08,Direct,Product Page,1.93,New,Indianapolis
3331,7,9.24,0.06,0.05,Organic,Contact Us,1.6,New,New York
3332,4,448.39,0.89,0.06,Social Media,Blog,3.02,Returning,San Jose
3333,6,215.79,0.13,0.02,Direct,Product Page,2.28,New,Chicago
3334,2,121.57,0.63,0.09,Social Media,Contact Us,2.41,New,Philadelphia
3335,6,491.66,0.63,0.04,Social Media,Homepage,1.44,Returning,Phoenix
3336,4,177.68,0.2,0.05,Referral,Checkout,1.88,New,San Antonio
3337,3,1.05,1,0.04,Social Media,Checkout,2.38,New,Seattle
3338,3,867.13,0.35,0.09,Organic,Homepage,2.16,Returning,San Francisco
3339,5,88.59,0.91,0.09,Organic,Checkout,3.4,New,Austin
3340,3,532.6,0.95,0.02,Direct,Checkout,2.38,Returning,Los Angeles
3341,4,508.52,0.95,0.08,Organic,Blog,1.7,New,Denver
3342,3,53.16,0.75,0.01,Direct,Product Page,2.03,New,Denver
3343,6,192.74,0.25,0,Organic,Homepage,2.22,Returning,Charlotte
3344,9,12.31,0.12,0.08,Direct,Product Page,2.53,Returning,San Antonio
3345,5,131.34,0.57,0.01,Organic,Checkout,0.78,New,Los Angeles
3346,6,393.89,0.36,0.02,Organic,Product Page,1.57,New,Houston
3347,4,81.18,0.83,0.06,Direct,Contact Us,2.17,Returning,Dallas
3348,3,37.37,0.74,0.08,Social Media,Homepage,0.84,New,Denver
3349,9,212.25,0.28,0.02,Referral,Homepage,2.62,New,Austin
3350,3,231,0.02,0.01,Organic,Homepage,2.07,Returning,Charlotte
3351,9,337.95,0.24,0.01,Social Media,Blog,1.94,Returning,San Antonio
3352,4,427.06,0.57,0,Referral,Product Page,1.3,Returning,Charlotte
3353,8,357.03,0.08,0.01,Referral,Product Page,2.83,New,Jacksonville
3354,3,560.1,0.66,0.09,Organic,Blog,1.36,Returning,Houston
3355,3,75.66,0.67,0.01,Social Media,Homepage,2.58,New,Charlotte
3356,5,253.03,0.17,0.06,Organic,Blog,3.13,New,Columbus
3357,8,133.93,0.6,0.09,Direct,Blog,2.89,Returning,Jacksonville
3358,3,981.94,0.61,0.06,Direct,Checkout,2.14,Returning,Houston
3359,4,174.1,0.48,0,Referral,Homepage,1.89,Returning,San Jose
3360,8,963.52,0.95,0.06,Direct,Contact Us,2.48,Returning,Fort Worth
3361,3,439.69,0.11,0.09,Social Media,Checkout,1.97,New,Los Angeles
3362,3,380.25,0.41,0.03,Direct,Homepage,2.17,New,Dallas
3363,2,202.92,0.88,0.03,Direct,Homepage,1.41,New,Dallas
3364,7,175.76,0.39,0.02,Social Media,Homepage,2.45,New,Denver
3365,2,224.31,0.42,0.05,Social Media,Product Page,1.68,New,Washington
3366,6,104.29,0.67,0.02,Direct,Homepage,2.71,Returning,Los Angeles
3367,5,704.62,0.67,0.07,Social Media,Homepage,1.38,New,Charlotte
3368,6,474.45,0.02,0.06,Organic,Contact Us,1.76,New,Chicago
3369,2,484.93,0.46,0.04,Direct,Homepage,1.9,Returning,Los Angeles
3370,10,170.3,0.33,0.07,Referral,Blog,1.71,Returning,Charlotte
3371,3,22.12,0.63,0.01,Social Media,Homepage,1.74,New,New York
3372,6,344.73,0.56,0.07,Social Media,Homepage,2.06,Returning,New York
3373,5,140.72,0.65,0.06,Organic,Homepage,1.7,New,San Diego
3374,7,613.06,0.65,0.06,Organic,Product Page,1.64,Returning,Denver
3375,6,454.7,0.25,0.01,Referral,Checkout,1.88,New,San Francisco
3376,7,47.11,0.25,0.06,Organic,Product Page,2.45,Returning,Seattle
3377,4,276.18,0.37,0.05,Organic,Contact Us,2.63,Returning,Los Angeles
3378,7,353.51,0.24,0.05,Referral,Contact Us,1.7,New,Phoenix
3379,2,251.89,0.68,0.03,Direct,Blog,2.12,New,San Jose
3380,6,216.49,0.6,0,Organic,Blog,2.2,New,Columbus
3381,7,77.58,0.22,0.04,Direct,Contact Us,2.73,Returning,Houston
3382,5,80.72,0.88,0.04,Referral,Checkout,3.04,New,Denver
3383,4,438.32,0.46,0.04,Organic,Checkout,0.86,New,Columbus
3384,5,5.66,0.13,0.06,Social Media,Contact Us,1.08,New,San Jose
3385,2,452.76,0.21,0.03,Direct,Homepage,1.95,Returning,Houston
3386,8,224.47,0.54,0.03,Referral,Product Page,1.42,New,Los Angeles
3387,5,825.71,0.34,0.05,Social Media,Product Page,1.58,Returning,Phoenix
3388,6,1776.75,0.85,0.06,Organic,Homepage,1.27,New,Charlotte
3389,5,326.73,0.49,0.06,Organic,Checkout,2.15,New,San Diego
3390,6,159.44,0.92,0.09,Direct,Product Page,1.83,Returning,Jacksonville
3391,8,193.36,0.1,0.08,Organic,Product Page,2.57,New,Austin
3392,7,68.53,0.67,0.01,Social Media,Blog,1.91,New,Charlotte
3393,0,31.35,0.89,0.06,Direct,Checkout,2.06,Returning,Washington
3394,4,259.37,0.29,0.04,Direct,Contact Us,2.81,New,Philadelphia
3395,7,491.19,0.14,0.04,Organic,Contact Us,2.13,Returning,Fort Worth
3396,7,91.05,0.46,0.1,Referral,Homepage,2.07,New,Seattle
3397,2,163.24,0.96,0.05,Social Media,Product Page,1.41,Returning,Los Angeles
3398,3,242.75,0.63,0.07,Organic,Contact Us,2.06,New,Austin
3399,9,715.46,0.64,0.1,Referral,Homepage,1.71,New,Phoenix
3400,7,44.77,0.67,0.02,Direct,Blog,2.04,Returning,New York
3401,8,81.1,0.04,0.01,Direct,Checkout,1.25,New,Indianapolis
3402,4,752.26,0.45,0.03,Organic,Product Page,1.87,New,Washington
3403,2,12.1,0.08,0,Social Media,Product Page,1.42,New,Chicago
3404,6,320.23,0.32,0.01,Organic,Homepage,2.84,New,Houston
3405,2,306.1,0.82,0.1,Organic,Product Page,2.49,New,San Diego
3406,4,144.99,0.66,0.1,Direct,Checkout,2.02,Returning,Austin
3407,9,189.43,1,0.07,Social Media,Contact Us,2.04,New,Phoenix
3408,4,579.14,0.17,0.08,Organic,Homepage,2,Returning,Charlotte
3409,3,54.09,0.4,0.01,Referral,Checkout,2.59,Returning,Denver
3410,4,79.02,0.81,0.06,Referral,Product Page,1.72,New,Chicago
3411,2,215.45,0.22,0.02,Social Media,Contact Us,3.75,New,Chicago
3412,7,158.16,0.15,0.04,Direct,Checkout,1.91,New,Philadelphia
3413,7,256.26,0.43,0.03,Direct,Contact Us,1.2,New,Austin
3414,2,760.88,0.38,0.06,Social Media,Contact Us,2.1,New,New York
3415,4,747.04,0.98,0.01,Organic,Homepage,2.08,Returning,Washington
3416,4,78.42,0.46,0.01,Organic,Product Page,1.77,Returning,Houston
3417,5,107.92,0.86,0.06,Referral,Blog,1.52,New,Charlotte
3418,6,53.05,0.89,0.06,Referral,Blog,1.19,New,Los Angeles
3419,6,788.45,0.16,0.03,Social Media,Blog,1.69,New,San Antonio
3420,8,152.18,0.72,0.01,Direct,Checkout,2.23,New,Philadelphia
3421,4,179.19,0.28,0.09,Social Media,Blog,2.46,Returning,Washington
3422,1,486.82,0.09,0.01,Organic,Product Page,2.94,Returning,Indianapolis
3423,4,215.83,0.87,0.07,Organic,Blog,2.91,New,San Antonio
3424,6,38.27,0.29,0.01,Social Media,Contact Us,1.4,New,Los Angeles
3425,3,172.8,0.35,0.06,Organic,Contact Us,1.33,New,Chicago
3426,4,298.7,0.32,0.07,Organic,Contact Us,1.6,New,San Antonio
3427,1,381.04,0.2,0.08,Referral,Blog,2.09,Returning,Phoenix
3428,7,310.99,0.43,0.04,Organic,Product Page,1.59,Returning,San Jose
3429,2,38.07,0.43,0,Referral,Product Page,1.93,New,Houston
3430,9,108.87,0.41,0.08,Direct,Blog,1.91,New,Jacksonville
3431,6,396.79,0.92,0.04,Social Media,Product Page,2.21,Returning,Phoenix
3432,5,636.55,0.34,0.08,Organic,Blog,2.03,New,San Diego
3433,10,14.5,0.03,0.08,Referral,Product Page,2.39,New,Jacksonville
3434,7,12.94,0.18,0.05,Referral,Homepage,1.85,New,Washington
3435,5,309.35,0.72,0.1,Social Media,Homepage,2.47,New,San Antonio
3436,4,238.25,0.59,0.05,Referral,Product Page,1.08,New,Charlotte
3437,11,50.65,0.95,0.07,Organic,Contact Us,1.8,Returning,Philadelphia
3438,4,238.42,0.69,0.07,Referral,Homepage,2.21,New,Columbus
3439,3,1100.57,0.19,0.05,Referral,Checkout,1.92,New,Fort Worth
3440,1,299.01,0.12,0.06,Direct,Blog,1.15,New,Columbus
3441,7,178.88,0.52,0.08,Organic,Checkout,1.4,New,Austin
3442,5,527.26,0.67,0.06,Social Media,Product Page,1.58,New,San Francisco
3443,7,71.79,0.17,0.05,Referral,Product Page,1.49,New,San Francisco
3444,5,160.5,0.6,0.07,Referral,Contact Us,2.01,New,Austin
3445,2,225.09,0.87,0,Organic,Homepage,1.43,New,Los Angeles
3446,5,210.68,0.73,0.01,Organic,Homepage,2.51,New,Columbus
3447,9,761.39,0.66,0.01,Referral,Checkout,1.63,New,Phoenix
3448,11,103.88,0.79,0.04,Organic,Homepage,1.48,New,Columbus
3449,6,17.45,0.1,0.09,Social Media,Product Page,2.5,New,Charlotte
3450,6,744.43,0.2,0.06,Organic,Contact Us,1.95,New,Houston
3451,3,73.41,0.04,0.1,Social Media,Blog,1.53,New,Dallas
3452,8,142.94,0.14,0,Social Media,Checkout,2.27,New,Philadelphia
3453,3,227.08,0.91,0.07,Organic,Checkout,1.55,Returning,San Jose
3454,8,1117.42,0.22,0.03,Social Media,Blog,2.23,New,San Antonio
3455,7,229.89,0.66,0,Organic,Product Page,1.8,Returning,Denver
3456,6,178.12,0.69,0.08,Organic,Checkout,1.02,Returning,San Francisco
3457,6,262.86,0.65,0.02,Referral,Homepage,1.76,New,Phoenix
3458,3,1060.16,0.55,0.02,Referral,Homepage,3.1,New,Dallas
3459,7,511.03,0.49,0.03,Direct,Homepage,2.87,Returning,Dallas
3460,4,55.53,0.42,0.08,Direct,Contact Us,2.4,Returning,New York
3461,4,487.76,0.92,0.06,Organic,Blog,2.85,New,Los Angeles
3462,10,551.84,0.01,0.03,Social Media,Product Page,2.02,New,San Jose
3463,6,352.03,0.05,0.02,Organic,Homepage,2.25,New,Houston
3464,2,321.21,0.49,0.01,Referral,Homepage,1.97,Returning,Chicago
3465,4,174.42,0.33,0.01,Direct,Contact Us,1.56,New,Seattle
3466,3,307.91,0.41,0.09,Organic,Homepage,1.51,New,Dallas
3467,9,401.34,1,0.09,Social Media,Contact Us,2.35,New,Fort Worth
3468,6,39.31,0.78,0.1,Social Media,Blog,1.24,New,San Jose
3469,3,89.25,0.88,0.08,Organic,Checkout,1.74,Returning,San Francisco
3470,7,64.73,0.37,0.09,Direct,Homepage,2.43,New,Washington
3471,5,552.06,0.24,0.08,Direct,Homepage,2.88,New,Fort Worth
3472,7,341.83,0.77,0.1,Organic,Blog,2.49,New,Denver
3473,7,179.78,0.81,0.08,Social Media,Checkout,1.56,New,San Antonio
3474,2,524.71,0.55,0.05,Direct,Contact Us,2.07,New,San Diego
3475,7,378.46,0.9,0.03,Direct,Checkout,1.63,New,San Antonio
3476,3,734.61,0.97,0.06,Direct,Homepage,1.99,Returning,Austin
3477,7,23.98,0.47,0.06,Referral,Blog,2.52,Returning,Seattle
3478,5,213.49,0.22,0.06,Organic,Product Page,1.43,New,Jacksonville
3479,8,368.02,0.52,0.07,Direct,Blog,1.89,Returning,Austin
3480,3,69.77,0.99,0.07,Direct,Contact Us,0.8,New,San Jose
3481,7,118.86,0.29,0.01,Organic,Contact Us,1.78,Returning,New York
3482,4,162.89,0.62,0.03,Referral,Homepage,2.05,New,San Antonio
3483,3,474.44,0.69,0.09,Social Media,Blog,1.55,New,Phoenix
3484,3,204.11,0.21,0.06,Social Media,Product Page,1.06,Returning,Los Angeles
3485,2,203.7,0.59,0.03,Organic,Blog,1.64,New,Seattle
3486,9,169.1,0.31,0.09,Direct,Contact Us,1.3,Returning,Washington
3487,10,77.86,0.85,0.02,Direct,Blog,3.31,Returning,Charlotte
3488,7,769.46,0.71,0.04,Social Media,Homepage,1.9,New,Los Angeles
3489,7,114.73,0.83,0.03,Social Media,Contact Us,2.51,New,Seattle
3490,4,251.43,0.2,0.09,Organic,Blog,1.46,New,San Antonio
3491,4,48.33,0.03,0.07,Referral,Blog,1.52,Returning,Jacksonville
3492,5,170.88,0.85,0.05,Organic,Homepage,1.35,Returning,New York
3493,3,702.41,0.39,0.09,Organic,Homepage,2.12,Returning,Chicago
3494,7,1618.79,0.18,0.09,Organic,Blog,1.57,New,Austin
3495,4,134.71,0.09,0.07,Referral,Product Page,2.03,New,Indianapolis
3496,4,50.17,0.52,0.09,Organic,Contact Us,1.98,Returning,New York
3497,4,113.26,0.15,0.07,Organic,Blog,2.21,New,New York
3498,8,118.91,0.57,0.06,Organic,Homepage,1.66,Returning,Indianapolis
3499,5,310.28,0.73,0.04,Direct,Contact Us,1.79,Returning,Seattle
3500,3,205.65,0.54,0.03,Referral,Homepage,3.05,New,Dallas
3501,11,438.9,0.9,0.01,Direct,Contact Us,1.38,Returning,Seattle
3502,7,362.5,0.16,0.08,Direct,Blog,2.03,Returning,Los Angeles
3503,5,86.83,0.49,0.01,Social Media,Checkout,2.04,New,Dallas
3504,6,460.1,0.16,0.04,Organic,Checkout,1.76,Returning,Chicago
3505,2,564.1,0.88,0.02,Direct,Contact Us,1.24,Returning,New York
3506,1,273.68,0.93,0.05,Organic,Homepage,1.54,Returning,Jacksonville
3507,3,787.95,0.4,0.03,Organic,Homepage,1.74,New,San Jose
3508,5,458.29,0.31,0.08,Organic,Homepage,1.77,Returning,Denver
3509,7,271.45,0.28,0.1,Direct,Blog,1.5,Returning,Washington
3510,3,709.87,0.86,0.09,Social Media,Contact Us,1.83,New,Washington
3511,4,275.16,0.68,0.06,Referral,Blog,2.11,New,Austin
3512,2,220.94,0.88,0.1,Social Media,Checkout,1.31,Returning,Philadelphia
3513,5,132.14,0.12,0.04,Organic,Checkout,1.93,New,Washington
3514,2,643.32,0.48,0.05,Social Media,Homepage,1.96,Returning,Indianapolis
3515,5,39.28,0.68,0.03,Social Media,Homepage,1.9,Returning,San Jose
3516,7,192.45,0.9,0.09,Social Media,Contact Us,2.54,New,Denver
3517,3,231.28,0.38,0.02,Referral,Checkout,2.56,Returning,Jacksonville
3518,6,242.74,0.31,0.06,Social Media,Contact Us,2.24,New,Houston
3519,3,316.57,0.91,0.08,Referral,Checkout,2.42,New,Houston
3520,10,211.44,0.05,0.06,Direct,Product Page,2.24,New,Charlotte
3521,5,89.04,0.48,0.01,Social Media,Contact Us,2.2,New,Phoenix
3522,3,583.36,0.46,0.06,Organic,Product Page,1.48,Returning,Phoenix
3523,7,321.47,0.15,0.08,Direct,Blog,1.96,New,Chicago
3524,3,585.98,0.39,0.02,Referral,Checkout,2.68,New,New York
3525,5,96.91,0.72,0.07,Referral,Product Page,1.81,New,Dallas
3526,4,304.05,0.37,0.09,Social Media,Blog,1.92,New,San Francisco
3527,7,375.71,0.31,0.1,Referral,Contact Us,2.54,Returning,New York
3528,4,145.06,0.78,0.04,Social Media,Product Page,1.97,New,Columbus
3529,4,501.78,0.99,0,Organic,Product Page,1.95,Returning,San Antonio
3530,3,0.75,0.78,0.04,Organic,Blog,2,Returning,Denver
